Column1,Column2,Column3
阳青帝,保密,词美，腔美，人美
小榴莲酸奶,保密,我也是，自己一个人去的，太美了！
花花爱吃竹子,保密,我们豫剧也有白蛇传哦[doge]https://b23.tv/SF9ewZ
小筠119,保密,已经在影院三刷过了！影院的特效更震撼！[星星眼][星星眼][星星眼]
牧云神君,男,肯定会越来越多的人看这个的[热词系列_燃起来了][热词系列_燃起来了][热词系列_燃起来了][热词系列_吹爆][热词系列_有生之年][热词系列_镇站之宝][热词系列_热门通知][热词系列_献上膝盖][热词系列_爷关更][热词系列_我全都要][热词系列_神仙UP][热词系列_不愧是你][热词系列_真香][热词系列_猛男必看][热词系列_奥力给][热词系列_递话筒][热词系列_这次一定][热词系列_AWSL][热词系列_三连]
一铲子挖穿问道坡,男,太棒了太棒了太棒了[大哭]
细木术桃,女,再来亿遍，做饭的时候直接放边上听都感觉好棒啊[Cat2_CatAMail]
樂先生的猫,男,6元，贵啊…
山本要不要撕,男,上辈子拯救了银河系系列[藏狐]
青柠味桔子,保密,骂许仙已经是常态了，不管看哪个版本都是，你们真以为潘粤明版没有人骂过吗？那也有，还有新白的也是，看了个劫起的更是骂许仙，所以这版许仙没问题也有问题了，因为妨碍青白姐妹情了，还不明白吗？如果白素贞第一次见面就说自己是蛇妖许仙真不会和她有什么交集的，估计已经吓死，白素贞先培养感情但也不是自己坦诚的，这点如果性别互换我估计会有不少人说骗婚！
南梁北潮,保密,白蛇传?法海不懂爱情?
小仙君三岁,保密,我家大蜘蛛啥时候来报恩[傲娇]
Ricky的甜栗子,女,好好看的片子，无论是剧情还是画面。水墨、戏曲、电影的优秀结合体，希望这样的好片子越来越多。[热词系列_燃起来了]
窝菌子,女,有贡献票房，去的时候就我跟同事俩人。当时疯狂截图
秋泽白晞,保密,终于等到了
白月腊酒,保密,谢谢你，阿b，我们这里没上映，我也可以看到了
上班只为了下班,男,我等电影院等到站在也没上映[呆]
萨拉迈恩,保密,昨晚刚问什么时候B站买这部电影今天就有了哈哈
命不可逆吗,保密,"第一折小青:？？？
第二折小青:？？？
第三折小青:？？？
第四折小青:[tv_发怒]
第五折小青:？？？"
雨淋淋沥沥,男,挺好看的，就是时间有点短[doge]
-__---_--_-,保密,太棒了！美术和意境太棒了！有一种如入梦幻的感觉！当初想去附近影院看，但根本没排片，一天就一场还是在上午，现在来补票
治文习武,保密,作为一个不怎么看戏剧的人来说，反而觉得电影恰到好处地结合了两者的长处，看看大家的反应就知道了，如果只是看戏剧，我会选择到剧院看。
魔法师南德,保密,"可以了！
此片能够载入史册了。"
某国家一级退堂鼓选手,保密,创意可以，但个人感觉不如在大剧院直接看唱戏[捂眼]
殁白,女,这电影，我已经完美带入小青[妙啊]
MJ白鸢,保密,打一下卡
听山风入耳er,男,好美啊！！！
禾页是女侠,保密,当初上映的时候就想看了结果我们这边小地方根本没排片，现在b站有了就来补电影票啦，真的超级好看
听山风入耳er,男,#白蛇传·情#六块钱买不了吃亏，六块钱买不了上当。看起来！！！[妙啊][妙啊][妙啊]
余温丶已凋零,保密,[小A和小B_应援]
治文习武,保密,我在深圳看了两场，分别在两个时间段和两个影院，只恨排期太少，影院太远，不然可多刷几遍！
etalip,保密,白蛇船情[思考]
glscctg,保密,没开会员但是给你投币
丝丝贩卖机,女,这是一部难得的好片。
水风铃selesai,保密,建议大家看完电影版再看一次舞台版，我始终觉得电影版受到场景和时长限制有些位置删减了，有些动作施展不开。不过电影版我觉得是舞台版的互补~
重生之人生易如反掌,保密,讲真的这种传统文化的创新和传承应该支持，制作精良唱腔好听的，我们是中国人.接受西方文化几十年了是时候关注传统文化.不能丢掉自己的东西，就这么简单
猛男汪,男,我是上映后一周才去看的，还是深夜十二点的那一场   看的人大概有20人左右   都是和我一样的年轻人
愿世界人民团结,男,？？卧槽
酱酱吖__,保密,好美啊
低血压De长颈鹿,保密,支持发扬国粹，12元又如何？
帝神湛长风,保密,这6块钱 太值了[大哭][大哭][大哭]
命不可逆吗,保密,有一说一断桥会的时候，许仙有劝酒时一半的功力别的不说起码少挨一个大比兜子[doge]
HF淇水宁人,保密,之后写长评，先推荐再说#白蛇传·情#
ihvigfutf,女,太爱粤剧了[大哭]因为这部电影爱上了传统粤剧[给心心]顺便推荐柳毅传书和刁蛮公主，心中top3！！
Edison小稀饭,男,一个人9点下完班就跑去电影院看到11点多 第二天又刷一遍[doge]包场看真的很过瘾 穿着拖鞋翘着二郎腿 跟着哼起来
八块田,保密,"百看不厌，我来说一下关于对里面部分世界观的理解吧！人妖殊途，这是一条红线，法海就是这条红线上的执法者。为什么妖不能和人结合呢？你想想，对于人来说，妖无疑是强大的，千年修行，弹指间可毁一城，这种破坏力对人类来说太大了。人和人之间感情出点矛盾，无非是吵个嘴打个架，最极端出条人命。但如果是妖呢？谁能保证妖个个都是白素贞这样明事理的？万一有个极端的，给惹毛了，一怒之下千万人的性命就没了。这种后果是人类承担不起的。所以必须有这条红线，有执法者。这就好比一个偷渡入境的，和另一个人结婚了，你说你们是真爱，警察就不管了？开了这个口，那以后这个事情就不用管了，大家都是真爱嘛！
但是，真因为在这样的条件下，白素贞的爱情故事显得既无奈又格外感人。所以，只能希望以后天条能够更完善，更加人性化吧！
当然，也有可能现在我们看不到妖，就是天条制度完善后的效果。从根本上杜绝了这类悲剧和隐患[笑哭]"
阿华开机车,保密,正
一语成音,保密,小破站，我爱你！一直想去看的，可是没有排片[给心心][给心心][给心心]
灯塔水母馆,保密,来了
不打游戏心会痛星人,男,可以 放给我奶奶看了 她84岁
Cheery亖个嘛,男,不是很懂，骂许仙和许仙挨巴掌的时候一片叫好的什么心态，这个版本许仙从头到尾我就没感觉他做错了什么，喝酒那段，一个有情趣体贴夫人的丈夫，赶着佳节买瓶好酒和妻子共饮有什么问题，而当听到怀孕后再喝一杯庆祝有什么问题，古代视雄黄酒为辟邪滋补之物，让妻子多喝点怎么了，复活后，白素贞本来有机会坦诚相待但她没有，许仙心有疑虑出去散心，碰见了一个能解答他疑虑的大师，跟着求个解释有什么问题，最后了解妻子是妖精后仍忘死出逃感动小和尚，这难道还不够痴情？现实里一个个网恋了，一见面都呜嗷乱叫照骗照骗的，网聊刘亦菲彭于晏，见面凤姐刘能，你们不得骂死对方？还管对方是不是喜欢你，一个个的但凡有无许仙脚后跟痴情都不错了
许仙逗白蛇,男,不太想看，但我花6元支持一下
beak,保密,我愿意为这部电影付费
LoveIcecream77,女,看完白蛇·青蛇劫起过来洗洗眼睛
过秋天啊,男,等等党蓄力中
糊糊楚,保密,我去。。当时在影院看我们几个人包场了，确实挺好看，以为没人喜欢呢
南山孓,保密,厉害了
于迷雾中开上山的船,女,非常好看点播不亏姐妹们！！假期跟朋友两个人包场看的，支持一下粤剧院吧呜呜
万开真念,保密,这才是我想象中的样子[OK]
来杯红葡萄汁,女,第一次知道这个电影的时候就很期待了，可惜家乡那边没有拍片，因为疫情原因封城一直没机会去看，真的太感谢了，希望以后能有更多的类似的电影，中华文化源远流长，希望中国传统文化电影能越做越好，也希望《1950他们正年轻》也能线上观看，本来想去学校的时候看，结果也封校了[热词系列_泪目]
丹雘写青书,保密,啊，昨天大会员才到期，今天就[大哭]
ExtremelyRabbit,女,大会员还要付费…
冥府的咸鱼之王,男,我最服的三个男人，许仙，宁采臣和董永[doge][doge][doge][doge]
桑梓歌,女,当时拍片真的少，我看的时候整个北京都没几家电影院放的，大一校区在郊区地铁坐了三十多公里进城看的[笑哭]
Scorpion-小鬼,保密,我就知道一定可以在b站看到这部电影的，b站yyds！[打call]
骑驴剑客,保密,我虽然不懂戏曲，但我觉得里面的人，身姿好看，眼神闪光，打戏有劲儿。
诗礼传家,女,有空就来看！前几天正片没上线本来想和奶奶看的
柳磷蓬莱,男,买了，先不看，等弹幕多了再看
京昆黄越豫加个大川剧,女,世上只有两种人：一种是喜欢戏曲的人，一种是不知道自己喜欢戏曲的人。
本应心存大爱,保密,这么好，为什么没人宣传呢？
米虫笑笑,保密,非常棒的一部粤剧电影，因为是戏剧演员的原因，表演真的相当传神，一颦一笑情感层次分明又准确，真的切身感受到了传统戏剧的牛比之处[支持]。特效也做得相当好，可以说在做得到的范围内把传统戏剧的“服化道”延展到极致了。强烈推荐[OK]，如果是本身有粤语底子的话看起来会更加舒服#白蛇传·情#
我林小根,男,终于等到了
我林小根,男,真的来了
账号已注销,保密,太好看了！要蓝光！！！！放！
-大宝剑_,女,电影版许仙段落有删减，对许仙人设不太友好，舞台版人物心理情感描绘更详细一点
嘟哒哒嘟嘟哒丶,女,！小破站终于有这个了，电影院看的时候真好看！！！！艺术家的表演张力直接震惊我！
处处逛,保密,我是考完四级口语，想在湛江看看不了，第二天中午回来学校看了，中午场就我一个男的和两个女生[OK]
胡萝卜色小闪电,保密,因为排片少，往返3小时地铁去看的片子[支持]#白蛇传·情#国粹的魅力
蘸水放辣椒才好吃,女,最后莫名哭得停不下来，这是一部很有人情味的片子[大哭][大哭][大哭]不管是法海还是许仙都没有过于绝对。。。很喜欢。。。花6块绝对超值了qwq
茶雨森林,保密,什么时候上映的都不知道[笑哭]
托尼狐,保密,购买后能不能下载啊
cclove爱,保密,首先在此向全体导演编剧演员以及幕后工作者致敬。其次我觉得这部影片六个币花得值。优点是画面精美，剧情流畅，动作戏和内容也没什么可挑剔的。但是这部影片对于我这样的路人来说，前半小时的不适感太过于劝退了。而且直到观影结束画面不适感依然很强烈。只能说是属于小众的狂欢。而对于一部电影来说，这种不适感和挑剔观众的行为是很致命的。戏是好戏，但不适合电影。这就是我最先看预告的时候的感觉，结果还是没法避免。
华初致尚,男,仙！
故人倾啊,男,冲冲冲
硬派少女,女,哇！我刷到了什么
徘徊的猪,保密,本来想去电影院看的结果遇上了5月广东疫情，咔嚓就没了[大哭][大哭][大哭]
三生石鱼,保密,虽然听不懂但还是花六块钱支持一下传统文化！不知道我们的黄梅戏什么时候也会出现这样的大才！
L由零开始,保密,去电影院看过，真的超级棒的[OK]画面美如画
请问可以下虾滑了吗,女,去电影院看了，真的特别好看！！粤剧太好听了，鸡皮疙瘩掉一地！！
danna盾,男,我没想到这传统戏剧能影视化的这么好
